index;academic year;school year;number of students;number of classes;school
5805;2024/2025;0;7;0;587
5806;2023/2024;0;11;0;587
5807;2025/2026;0;112;0;581
5808;2024/2025;0;123;0;581
5809;2023/2024;0;99;0;581
5810;2025/2026;1;62;1;32
5811;2025/2026;2;63;1;32
5812;2025/2026;3;74;1;32
5813;2025/2026;4;54;2;32
5814;2024/2025;1;63;1;32
5815;2024/2025;2;60;1;32
5816;2024/2025;3;73;1;32
5817;2024/2025;4;56;2;32
5818;2023/2024;1;57;1;32
5819;2023/2024;2;68;1;32
5820;2023/2024;3;65;1;32
5821;2023/2024;4;51;2;32
5822;2023/2024;5;52;2;32
5823;2025/2026;5;50;2;31
5824;2024/2025;5;57;2;31
5825;2025/2026;5;37;2;23
5826;2024/2025;5;34;2;23
5827;2025/2026;0;36;0;693
5828;2024/2025;0;44;0;693
5829;2023/2024;0;53;0;693
5830;2025/2026;1;86;4;24
5831;2025/2026;2;89;5;24
5832;2025/2026;3;77;5;24
5833;2025/2026;4;68;4;24
5834;2024/2025;1;109;4;24
5835;2024/2025;2;83;5;24
5836;2024/2025;3;101;5;24
5837;2024/2025;4;45;2;24
5838;2023/2024;1;91;4;24
5839;2023/2024;2;100;6;24
5840;2023/2024;3;73;4;24
5841;2023/2024;4;43;2;24
5842;2023/2024;5;25;2;24
5843;2025/2026;1;36;2;21
5844;2025/2026;2;46;3;21
5845;2025/2026;3;32;2;21
5846;2025/2026;4;26;2;21
5847;2024/2025;1;51;3;21
5848;2024/2025;2;25;2;21
5849;2024/2025;3;41;3;21
5850;2024/2025;4;24;1;21
5851;2023/2024;1;41;2;21
5852;2023/2024;2;47;3;21
5853;2023/2024;3;45;3;21
5854;2023/2024;4;36;2;21
5855;2025/2026;0;55;0;637
5856;2024/2025;0;50;0;637
5857;2023/2024;0;48;0;637
5858;2025/2026;5;19;1;19
5859;2024/2025;5;17;2;19
5860;2025/2026;5;21;1;20
5861;2024/2025;5;21;1;20
5862;2025/2026;0;55;0;636
5863;2024/2025;0;53;0;636
5864;2023/2024;0;56;0;636
5865;2025/2026;1;21;1;22
5866;2025/2026;2;26;2;22
5867;2025/2026;3;28;2;22
5868;2025/2026;4;26;2;22
5869;2024/2025;1;34;2;22
5870;2024/2025;2;24;2;22
5871;2024/2025;3;28;2;22
5872;2024/2025;4;26;2;22
5873;2023/2024;1;43;2;22
5874;2023/2024;2;30;2;22
5875;2023/2024;3;30;2;22
5876;2023/2024;4;28;2;22
5877;2023/2024;5;6;0;22
5878;2025/2026;0;116;0;80
5879;2024/2025;0;114;0;80
5880;2025/2026;0;35;0;79
5881;2024/2025;0;44;0;79
5882;2023/2024;0;44;0;79
5883;2025/2026;0;21;0;83
5884;2024/2025;0;20;0;83
5885;2023/2024;0;23;0;83
5886;2025/2026;0;20;0;78
5887;2024/2025;0;20;0;78
5888;2023/2024;0;22;0;78
5889;2025/2026;0;22;0;82
5890;2024/2025;0;17;0;82
5891;2023/2024;0;26;0;82
5892;2025/2026;0;42;0;81
5893;2024/2025;0;50;0;81
5894;2023/2024;0;33;0;81
5895;2025/2026;0;18;0;84
5896;2024/2025;0;19;0;84
5897;2023/2024;0;24;0;84
5898;2025/2026;0;25;0;88
5899;2024/2025;0;26;0;88
5900;2023/2024;0;30;0;88
5901;2025/2026;0;29;0;86
5902;2024/2025;0;35;0;86
5903;2023/2024;0;35;0;86
5904;2025/2026;0;166;0;85
5905;2024/2025;0;159;0;85
5906;2023/2024;0;192;0;85
5907;2025/2026;0;31;0;89
5908;2024/2025;0;41;0;89
5909;2023/2024;0;51;0;89
5910;2025/2026;0;37;0;87
5911;2024/2025;0;39;0;87
5912;2023/2024;0;42;0;87
5913;2025/2026;0;32;0;90
5914;2024/2025;0;32;0;90
5915;2023/2024;0;36;0;90
5916;2025/2026;0;148;0;638
5917;2024/2025;0;155;0;638
5918;2023/2024;0;178;0;638
5919;2025/2026;0;125;0;579
5920;2024/2025;0;128;0;579
5921;2023/2024;0;131;0;579
5922;2025/2026;0;60;0;727
5923;2024/2025;0;58;0;727
5924;2023/2024;0;58;0;727
5925;2025/2026;1;14;1;185
5926;2025/2026;2;19;1;185
5927;2025/2026;3;14;1;185
5928;2025/2026;4;19;1;185
5929;2025/2026;5;19;1;185
5930;2024/2025;1;18;1;185
5931;2024/2025;2;14;1;185
5932;2024/2025;3;19;1;185
5933;2024/2025;4;19;1;185
5934;2024/2025;5;10;1;185
5935;2023/2024;1;12;1;185
5936;2023/2024;2;19;1;185
5937;2023/2024;3;20;1;185
5938;2023/2024;4;11;1;185
5939;2023/2024;5;16;1;185
5940;2025/2026;1;14;1;183
5941;2025/2026;2;8;1;183
5942;2025/2026;3;14;1;183
5943;2025/2026;4;14;1;183
5944;2025/2026;5;13;1;183
5945;2024/2025;1;9;1;183
5946;2024/2025;2;12;1;183
5947;2024/2025;3;15;1;183
5948;2024/2025;4;13;1;183
5949;2024/2025;5;11;1;183
5950;2023/2024;1;12;1;183
5951;2023/2024;2;16;1;183
5952;2023/2024;3;13;1;183
5953;2023/2024;4;12;1;183
5954;2023/2024;5;8;1;183
5955;2025/2026;1;31;2;184
5956;2025/2026;2;29;2;184
5957;2025/2026;3;30;2;184
5958;2025/2026;4;31;2;184
5959;2025/2026;5;36;2;184
5960;2024/2025;1;29;2;184
5961;2024/2025;2;30;2;184
5962;2024/2025;3;29;2;184
5963;2024/2025;4;36;2;184
5964;2024/2025;5;28;2;184
5965;2023/2024;1;30;2;184
5966;2023/2024;2;28;2;184
5967;2023/2024;3;35;2;184
5968;2023/2024;4;25;2;184
5969;2023/2024;5;37;2;184
5970;2025/2026;1;50;3;186
5971;2025/2026;2;65;3;186
5972;2025/2026;3;81;4;186
5973;2024/2025;1;65;3;186
5974;2024/2025;2;82;4;186
5975;2024/2025;3;58;3;186
5976;2023/2024;1;80;4;186
5977;2023/2024;2;59;3;186
5978;2023/2024;3;76;3;186
5979;2025/2026;1;13;1;337
5980;2025/2026;2;27;2;337
5981;2025/2026;3;16;1;337
5982;2025/2026;4;25;1;337
5983;2025/2026;5;21;1;337
5984;2024/2025;1;27;2;337
5985;2024/2025;2;15;1;337
5986;2024/2025;3;25;1;337
5987;2024/2025;4;19;1;337
5988;2024/2025;5;22;1;337
5989;2023/2024;1;16;1;337
5990;2023/2024;2;25;1;337
5991;2023/2024;3;20;1;337
5992;2023/2024;4;23;1;337
5993;2023/2024;5;31;2;337
5994;2025/2026;1;30;2;336
5995;2025/2026;2;37;2;336
5996;2025/2026;3;53;3;336
5997;2025/2026;4;53;3;336
5998;2025/2026;5;62;3;336
5999;2024/2025;1;38;2;336
6000;2024/2025;2;54;3;336
6001;2024/2025;3;50;3;336
6002;2024/2025;4;65;3;336
6003;2024/2025;5;53;3;336
6004;2023/2024;1;59;3;336
6005;2023/2024;2;54;3;336
6006;2023/2024;3;67;3;336
6007;2023/2024;4;55;3;336
6008;2023/2024;5;67;3;336
6009;2025/2026;1;23;1;338
6010;2025/2026;2;27;2;338
6011;2025/2026;3;36;2;338
6012;2025/2026;4;24;1;338
6013;2025/2026;5;21;1;338
6014;2024/2025;1;28;2;338
6015;2024/2025;2;36;2;338
6016;2024/2025;3;24;1;338
6017;2024/2025;4;22;1;338
6018;2024/2025;5;32;2;338
6019;2023/2024;1;38;2;338
6020;2023/2024;2;23;1;338
6021;2023/2024;3;22;1;338
6022;2023/2024;4;32;2;338
6023;2023/2024;5;35;2;338
6024;2025/2026;0;80;0;586
6025;2024/2025;0;93;0;586
6026;2023/2024;0;93;0;586
6027;2025/2026;1;12;1;409
6028;2025/2026;2;9;1;409
6029;2025/2026;3;13;1;409
6030;2025/2026;4;9;1;409
6031;2025/2026;5;16;1;409
6032;2024/2025;1;9;1;409
6033;2024/2025;2;13;1;409
6034;2024/2025;3;10;1;409
6035;2024/2025;4;16;1;409
6036;2024/2025;5;9;1;409
6037;2023/2024;1;12;1;409
6038;2023/2024;2;10;1;409
6039;2023/2024;3;16;1;409
6040;2023/2024;4;9;1;409
6041;2023/2024;5;7;1;409
6042;2025/2026;1;114;5;339
6043;2025/2026;2;157;7;339
6044;2025/2026;3;150;7;339
6045;2024/2025;1;158;7;339
6046;2024/2025;2;153;7;339
6047;2024/2025;3;120;5;339
6048;2023/2024;1;156;7;339
6049;2023/2024;2;121;5;339
6050;2023/2024;3;162;7;339
6051;2025/2026;0;43;0;700
6052;2024/2025;0;43;0;700
6053;2023/2024;0;49;0;700
6054;2025/2026;1;9;1;410
6055;2025/2026;2;11;1;410
6056;2025/2026;3;18;1;410
6057;2025/2026;4;14;1;410
6058;2025/2026;5;15;1;410
6059;2024/2025;1;11;1;410
6060;2024/2025;2;18;1;410
6061;2024/2025;3;15;1;410
6062;2024/2025;4;15;1;410
6063;2024/2025;5;11;1;410
6064;2023/2024;1;19;1;410
6065;2023/2024;2;16;1;410
6066;2023/2024;3;16;1;410
6067;2023/2024;4;11;1;410
6068;2023/2024;5;17;1;410
6069;2025/2026;1;8;1;411
6070;2025/2026;2;19;1;411
6071;2025/2026;3;8;1;411
6072;2025/2026;4;5;1;411
6073;2025/2026;5;15;1;411
6074;2024/2025;1;19;1;411
6075;2024/2025;2;8;1;411
6076;2024/2025;3;5;1;411
6077;2024/2025;4;17;1;411
6078;2024/2025;5;11;1;411
6079;2023/2024;1;7;1;411
6080;2023/2024;2;5;1;411
6081;2023/2024;3;15;1;411
6082;2023/2024;4;13;2;411
6083;2023/2024;5;11;1;411
6084;2025/2026;1;12;1;413
6085;2025/2026;2;11;1;413
6086;2025/2026;3;6;1;413
6087;2025/2026;4;10;1;413
6088;2025/2026;5;7;1;413
6089;2024/2025;1;11;1;413
6090;2024/2025;2;6;1;413
6091;2024/2025;3;11;1;413
6092;2024/2025;4;7;1;413
6093;2024/2025;5;9;1;413
6094;2023/2024;1;6;1;413
6095;2023/2024;2;10;1;413
6096;2023/2024;3;8;1;413
6097;2023/2024;4;9;1;413
6098;2023/2024;5;8;1;413
6099;2025/2026;1;13;1;412
6100;2025/2026;2;9;1;412
6101;2025/2026;3;13;1;412
6102;2025/2026;4;15;1;412
6103;2025/2026;5;11;1;412
6104;2024/2025;1;8;1;412
6105;2024/2025;2;13;1;412
6106;2024/2025;3;18;1;412
6107;2024/2025;4;11;1;412
6108;2024/2025;5;11;1;412
6109;2023/2024;1;12;1;412
6110;2023/2024;2;17;1;412
6111;2023/2024;3;11;1;412
6112;2023/2024;4;10;1;412
6113;2023/2024;5;10;1;412
6114;2025/2026;1;16;1;415
6115;2025/2026;2;12;1;415
6116;2025/2026;3;16;1;415
6117;2025/2026;4;24;2;415
6118;2025/2026;5;19;1;415
6119;2024/2025;1;12;1;415
6120;2024/2025;2;16;1;415
6121;2024/2025;3;24;2;415
6122;2024/2025;4;19;1;415
6123;2024/2025;5;23;1;415
6124;2023/2024;1;15;1;415
6125;2023/2024;2;24;2;415
6126;2023/2024;3;18;1;415
6127;2023/2024;4;23;1;415
6128;2023/2024;5;18;1;415
6129;2025/2026;1;46;3;416
6130;2025/2026;2;38;2;416
6131;2025/2026;3;45;2;416
6132;2024/2025;1;38;2;416
6133;2024/2025;2;45;2;416
6134;2024/2025;3;50;3;416
6135;2023/2024;1;44;2;416
6136;2023/2024;2;52;3;416
6137;2023/2024;3;46;3;416
6138;2025/2026;0;77;0;710
6139;2024/2025;0;81;0;710
6140;2023/2024;0;85;0;710
6141;2025/2026;1;16;1;414
6142;2025/2026;2;4;1;414
6143;2025/2026;3;16;1;414
6144;2025/2026;4;5;1;414
6145;2025/2026;5;16;1;414
6146;2024/2025;1;4;1;414
6147;2024/2025;2;16;1;414
6148;2024/2025;3;5;1;414
6149;2024/2025;4;16;1;414
6150;2024/2025;5;11;1;414
6151;2023/2024;1;16;1;414
6152;2023/2024;2;6;1;414
6153;2023/2024;3;16;1;414
6154;2023/2024;4;12;1;414
6155;2023/2024;5;17;1;414
6156;2025/2026;1;8;1;417
6157;2025/2026;2;9;1;417
6158;2025/2026;3;7;1;417
6159;2024/2025;1;8;1;417
6160;2024/2025;2;7;1;417
6161;2024/2025;3;18;1;417
6162;2023/2024;1;8;1;417
6163;2023/2024;2;17;1;417
6164;2023/2024;3;2;1;417
6165;2025/2026;1;31;2;418
6166;2025/2026;2;39;2;418
6167;2025/2026;3;32;2;418
6168;2024/2025;1;41;2;418
6169;2024/2025;2;33;2;418
6170;2024/2025;3;34;2;418
6171;2023/2024;1;33;2;418
6172;2023/2024;2;34;2;418
6173;2023/2024;3;35;2;418
6174;2025/2026;1;24;1;333
6175;2025/2026;2;40;2;333
6176;2025/2026;3;34;2;333
6177;2025/2026;4;33;2;333
6178;2025/2026;5;31;2;333
6179;2024/2025;1;40;2;333
6180;2024/2025;2;34;2;333
6181;2024/2025;3;35;2;333
6182;2024/2025;4;32;2;333
6183;2024/2025;5;32;2;333
6184;2023/2024;1;34;2;333
6185;2023/2024;2;34;2;333
6186;2023/2024;3;32;2;333
6187;2023/2024;4;31;2;333
6188;2023/2024;5;30;2;333
6189;2025/2026;1;20;1;332
6190;2025/2026;2;19;1;332
6191;2025/2026;3;15;1;332
6192;2025/2026;4;14;1;332
6193;2025/2026;5;16;1;332
6194;2024/2025;1;19;1;332
6195;2024/2025;2;15;1;332
6196;2024/2025;3;14;1;332
6197;2024/2025;4;16;1;332
6198;2024/2025;5;14;1;332
6199;2023/2024;1;16;1;332
6200;2023/2024;2;14;1;332
6201;2023/2024;3;16;1;332
6202;2023/2024;4;14;1;332
6203;2023/2024;5;25;1;332
6204;2025/2026;1;25;2;331
6205;2025/2026;2;29;2;331
6206;2025/2026;3;29;1;331
6207;2025/2026;4;41;2;331
6208;2025/2026;5;31;2;331
6209;2024/2025;1;30;2;331
6210;2024/2025;2;29;1;331
6211;2024/2025;3;40;2;331
6212;2024/2025;4;30;2;331
6213;2024/2025;5;37;2;331
6214;2023/2024;1;28;1;331
6215;2023/2024;2;39;2;331
6216;2023/2024;3;31;2;331
6217;2023/2024;4;37;2;331
6218;2023/2024;5;40;2;331
6219;2025/2026;0;48;0;724
6220;2024/2025;0;47;0;724
6221;2023/2024;0;39;0;724
6222;2025/2026;5;17;1;33
6223;2024/2025;5;18;1;33
6224;2025/2026;1;37;2;334
6225;2025/2026;2;43;2;334
6226;2025/2026;3;34;2;334
6227;2024/2025;1;43;2;334
6228;2024/2025;2;34;2;334
6229;2024/2025;3;33;2;334
6230;2023/2024;1;33;2;334
6231;2023/2024;2;39;2;334
6232;2023/2024;3;44;2;334
6233;2025/2026;1;46;2;335
6234;2025/2026;2;57;3;335
6235;2025/2026;3;52;3;335
6236;2024/2025;1;56;3;335
6237;2024/2025;2;53;3;335
6238;2024/2025;3;51;3;335
6239;2023/2024;1;54;3;335
6240;2023/2024;2;52;3;335
6241;2023/2024;3;64;3;335
6242;2025/2026;0;35;0;663
6243;2024/2025;0;45;0;663
6244;2023/2024;0;36;0;663
6245;2025/2026;0;42;0;599
6246;2024/2025;0;34;0;599
6247;2023/2024;0;42;0;599
6248;2025/2026;1;27;1;34
6249;2025/2026;2;37;2;34
6250;2025/2026;3;48;3;34
6251;2025/2026;4;27;2;34
6252;2024/2025;1;39;2;34
6253;2024/2025;2;41;2;34
6254;2024/2025;3;48;2;34
6255;2024/2025;4;35;2;34
6256;2023/2024;1;45;2;34
6257;2023/2024;2;47;3;34
6258;2023/2024;3;53;3;34
6259;2023/2024;4;28;2;34
6260;2025/2026;1;22;1;740
6261;2025/2026;2;26;1;740
6262;2025/2026;3;20;1;740
6263;2025/2026;4;21;1;740
6264;2025/2026;5;17;1;740
6265;2024/2025;1;23;1;740
6266;2024/2025;2;24;1;740
6267;2024/2025;3;24;1;740
6268;2024/2025;4;19;1;740
6269;2024/2025;5;18;1;740
6270;2023/2024;1;23;1;740
6271;2023/2024;2;22;1;740
6272;2023/2024;3;23;1;740
6273;2023/2024;4;20;1;740
6274;2023/2024;5;17;1;740
6275;2025/2026;1;22;1;741
6276;2025/2026;2;23;1;741
6277;2025/2026;3;18;1;741
6278;2025/2026;4;27;1;741
6279;2025/2026;5;36;2;741
6280;2024/2025;1;22;1;741
6281;2024/2025;2;20;1;741
6282;2024/2025;3;26;1;741
6283;2024/2025;4;22;1;741
6284;2024/2025;5;40;2;741
6285;2023/2024;1;23;1;741
6286;2023/2024;2;23;1;741
6287;2023/2024;3;22;1;741
6288;2023/2024;4;24;1;741
6289;2023/2024;5;40;2;741
6290;2025/2026;1;25;1;743
6291;2025/2026;2;24;1;743
6292;2025/2026;3;21;1;743
6293;2025/2026;4;19;1;743
6294;2024/2025;1;26;1;743
6295;2024/2025;2;23;1;743
6296;2024/2025;3;18;1;743
6297;2024/2025;4;21;1;743
6298;2023/2024;1;25;1;743
6299;2023/2024;2;21;1;743
6300;2023/2024;3;22;1;743
6301;2023/2024;4;20;1;743
6302;2025/2026;1;22;1;742
6303;2025/2026;2;23;1;742
6304;2025/2026;3;20;1;742
6305;2025/2026;4;22;1;742
6306;2025/2026;5;23;1;742
6307;2024/2025;1;22;1;742
6308;2024/2025;2;23;1;742
6309;2024/2025;3;25;1;742
6310;2024/2025;4;24;1;742
6311;2024/2025;5;22;1;742
6312;2023/2024;1;23;1;742
6313;2023/2024;2;19;1;742
6314;2023/2024;3;24;1;742
6315;2023/2024;4;21;1;742
6316;2023/2024;5;21;1;742
6317;2025/2026;1;49;3;320
6318;2025/2026;2;42;2;320
6319;2025/2026;3;42;2;320
6320;2025/2026;4;50;3;320
6321;2025/2026;5;44;2;320
6322;2024/2025;1;42;2;320
6323;2024/2025;2;41;2;320
6324;2024/2025;3;52;3;320
6325;2024/2025;4;42;2;320
6326;2024/2025;5;69;3;320
6327;2023/2024;1;41;2;320
6328;2023/2024;2;53;3;320
6329;2023/2024;3;42;2;320
6330;2023/2024;4;71;3;320
6331;2023/2024;5;55;3;320
6332;2025/2026;5;16;1;7
6333;2024/2025;5;12;1;7
6334;2025/2026;1;18;1;324
6335;2025/2026;2;13;1;324
6336;2025/2026;3;19;1;324
6337;2025/2026;4;17;1;324
6338;2025/2026;5;22;1;324
6339;2024/2025;1;13;1;324
6340;2024/2025;2;19;1;324
6341;2024/2025;3;19;1;324
6342;2024/2025;4;22;1;324
6343;2024/2025;5;23;1;324
6344;2023/2024;1;20;1;324
6345;2023/2024;2;19;1;324
6346;2023/2024;3;23;1;324
6347;2023/2024;4;22;1;324
6348;2023/2024;5;22;1;324
6349;2025/2026;1;22;1;321
6350;2025/2026;2;12;1;321
6351;2025/2026;3;16;1;321
6352;2025/2026;4;12;1;321
6353;2025/2026;5;19;1;321
6354;2024/2025;1;11;1;321
6355;2024/2025;2;16;1;321
6356;2024/2025;3;12;1;321
6357;2024/2025;4;19;1;321
6358;2024/2025;5;19;1;321
6359;2023/2024;1;16;1;321
6360;2023/2024;2;13;1;321
6361;2023/2024;3;21;1;321
6362;2023/2024;4;19;1;321
6363;2023/2024;5;21;1;321
6364;2025/2026;1;126;6;325
6365;2025/2026;2;102;5;325
6366;2025/2026;3;98;5;325
6367;2024/2025;1;103;5;325
6368;2024/2025;2;101;5;325
6369;2024/2025;3;115;5;325
6370;2023/2024;1;104;5;325
6371;2023/2024;2;114;5;325
6372;2023/2024;3;123;6;325
6373;2025/2026;1;5;1;322
6374;2025/2026;2;6;1;322
6375;2025/2026;3;8;1;322
6376;2025/2026;4;10;1;322
6377;2025/2026;5;8;1;322
6378;2024/2025;1;6;1;322
6379;2024/2025;2;8;1;322
6380;2024/2025;3;9;1;322
6381;2024/2025;4;8;1;322
6382;2024/2025;5;5;1;322
6383;2023/2024;1;8;1;322
6384;2023/2024;2;9;1;322
6385;2023/2024;3;8;1;322
6386;2023/2024;4;5;1;322
6387;2023/2024;5;5;1;322
6388;2025/2026;1;53;3;8
6389;2025/2026;2;45;3;8
6390;2025/2026;3;66;4;8
6391;2025/2026;4;25;2;8
6392;2024/2025;1;60;3;8
6393;2024/2025;2;74;4;8
6394;2024/2025;3;53;3;8
6395;2024/2025;4;19;1;8
6396;2023/2024;1;67;3;8
6397;2023/2024;2;51;3;8
6398;2023/2024;3;47;3;8
6399;2023/2024;4;23;1;8
6400;2025/2026;0;25;0;655
6401;2024/2025;0;24;0;655
6402;2023/2024;0;32;0;655
6403;2025/2026;1;12;1;323
6404;2025/2026;2;9;1;323
6405;2025/2026;3;7;1;323
6406;2025/2026;4;11;1;323
6407;2025/2026;5;5;1;323
6408;2024/2025;1;10;2;323
6409;2024/2025;2;7;1;323
6410;2024/2025;3;12;1;323
6411;2024/2025;4;5;1;323
6412;2024/2025;5;4;1;323
6413;2023/2024;1;7;1;323
6414;2023/2024;2;11;1;323
6415;2023/2024;3;6;1;323
6416;2023/2024;4;4;1;323
6417;2023/2024;5;9;1;323
6418;2025/2026;0;41;0;672
6419;2024/2025;0;42;0;672
6420;2023/2024;0;43;0;672
6421;2025/2026;0;63;0;662
6422;2024/2025;0;52;0;662
6423;2023/2024;0;54;0;662
6424;2025/2026;0;50;0;624
6425;2024/2025;0;43;0;624
6426;2023/2024;0;44;0;624
6427;2025/2026;0;29;0;582
6428;2024/2025;0;33;0;582
6429;2023/2024;0;40;0;582
6430;2025/2026;0;27;0;4
6431;2024/2025;0;27;0;4
6432;2023/2024;0;35;0;4
6433;2025/2026;1;144;7;536
6434;2025/2026;2;187;10;536
6435;2025/2026;3;174;9;536
6436;2025/2026;4;154;9;536
6437;2025/2026;5;160;10;536
6438;2024/2025;1;212;10;536
6439;2024/2025;2;176;9;536
6440;2024/2025;3;189;9;536
6441;2024/2025;4;173;10;536
6442;2024/2025;5;151;9;536
6443;2023/2024;1;197;9;536
6444;2023/2024;2;202;11;536
6445;2023/2024;3;197;10;536
6446;2023/2024;4;166;9;536
6447;2023/2024;5;187;11;536
6448;2025/2026;0;29;0;718
6449;2024/2025;0;25;0;718
6450;2023/2024;0;30;0;718
6451;2025/2026;3;48;6;537
6452;2025/2026;4;9;3;537
6453;2025/2026;3;25;3;537
6454;2025/2026;4;14;3;537
6455;2025/2026;5;18;3;537
6456;2024/2025;3;54;6;537
6457;2024/2025;4;15;3;537
6458;2024/2025;3;27;3;537
6459;2024/2025;4;15;5;537
6460;2024/2025;5;11;4;537
6461;2023/2024;3;30;6;537
6462;2023/2024;4;9;3;537
6463;2023/2024;3;18;3;537
6464;2023/2024;4;14;3;537
6465;2023/2024;5;16;3;537
6466;2025/2026;0;52;0;670
6467;2024/2025;0;52;0;670
6468;2023/2024;0;42;0;670
6469;2025/2026;0;56;0;697
6470;2024/2025;0;68;0;697
6471;2023/2024;0;67;0;697
6472;2025/2026;0;93;0;666
6473;2024/2025;0;104;0;666
6474;2023/2024;0;123;0;666
6475;2025/2026;1;54;3;565
6476;2025/2026;2;53;3;565
6477;2025/2026;3;65;3;565
6478;2025/2026;4;69;3;565
6479;2025/2026;5;48;3;565
6480;2024/2025;1;54;3;565
6481;2024/2025;2;66;3;565
6482;2024/2025;3;70;3;565
6483;2024/2025;4;47;3;565
6484;2024/2025;5;58;3;565
6485;2023/2024;1;56;3;565
6486;2023/2024;2;65;3;565
6487;2023/2024;3;52;3;565
6488;2023/2024;4;62;3;565
6489;2023/2024;5;52;3;565
6490;2025/2026;0;13;0;46
6491;2024/2025;0;12;0;46
6492;2023/2024;0;11;0;46
6493;2025/2026;0;29;0;628
6494;2024/2025;0;36;0;628
6495;2023/2024;0;39;0;628
6496;2025/2026;0;23;0;49
6497;2024/2025;0;27;0;49
6498;2025/2026;1;91;4;564
6499;2025/2026;2;89;4;564
6500;2025/2026;3;70;4;564
6501;2025/2026;4;76;4;564
6502;2025/2026;5;77;4;564
6503;2024/2025;1;95;4;564
6504;2024/2025;2;75;4;564
6505;2024/2025;3;79;4;564
6506;2024/2025;4;79;4;564
6507;2024/2025;5;69;4;564
6508;2023/2024;1;81;4;564
6509;2023/2024;2;80;4;564
6510;2023/2024;3;78;4;564
6511;2023/2024;4;74;4;564
6512;2023/2024;5;84;4;564
6513;2025/2026;0;58;0;45
6514;2024/2025;0;75;0;45
6515;2023/2024;0;66;0;45
6516;2025/2026;0;13;0;47
6517;2024/2025;0;9;0;47
6518;2023/2024;0;10;0;47
6519;2025/2026;0;54;0;48
6520;2024/2025;0;67;0;48
6521;2023/2024;0;72;0;48
6522;2025/2026;0;12;0;50
6523;2024/2025;0;13;0;50
6524;2023/2024;0;15;0;50
6525;2025/2026;0;39;0;53
6526;2024/2025;0;38;0;53
6527;2023/2024;0;34;0;53
6528;2025/2026;0;47;0;51
6529;2024/2025;0;45;0;51
6530;2023/2024;0;48;0;51
6531;2025/2026;0;36;0;607
6532;2024/2025;0;40;0;607
6533;2023/2024;0;32;0;607
6534;2025/2026;0;23;0;52
6535;2024/2025;0;27;0;52
6536;2023/2024;0;26;0;52
6537;2025/2026;0;23;0;54
6538;2024/2025;0;23;0;54
6539;2023/2024;0;24;0;54
6540;2025/2026;0;27;0;55
6541;2024/2025;0;27;0;55
6542;2023/2024;0;25;0;55
6543;2025/2026;0;44;0;56
6544;2024/2025;0;46;0;56
6545;2023/2024;0;37;0;56
6546;2025/2026;1;40;2;576
6547;2025/2026;2;58;2;576
6548;2025/2026;3;42;2;576
6549;2025/2026;4;34;2;576
6550;2024/2025;1;56;2;576
6551;2024/2025;2;43;2;576
6552;2024/2025;3;37;2;576
6553;2024/2025;4;33;2;576
6554;2023/2024;1;42;2;576
6555;2023/2024;2;41;3;576
6556;2023/2024;3;34;2;576
6557;2023/2024;4;24;1;576
6558;2025/2026;5;67;4;575
6559;2024/2025;5;73;3;575
6560;2025/2026;1;97;5;577
6561;2025/2026;2;130;5;577
6562;2025/2026;3;126;7;577
6563;2025/2026;4;107;7;577
6564;2024/2025;1;110;5;577
6565;2024/2025;2;128;6;577
6566;2024/2025;3;122;7;577
6567;2024/2025;4;105;5;577
6568;2023/2024;1;108;4;577
6569;2023/2024;2;134;7;577
6570;2023/2024;3;136;7;577
6571;2023/2024;4;100;4;577
6572;2023/2024;5;39;2;577
6573;2025/2026;4;17;1;578
6574;2025/2026;2;15;2;578
6575;2025/2026;3;4;2;578
6576;2025/2026;2;15;2;578
6577;2025/2026;3;4;2;578
6578;2025/2026;4;17;1;578
6579;2024/2025;2;17;2;578
6580;2024/2025;3;11;2;578
6581;2024/2025;2;17;2;578
6582;2024/2025;3;11;2;578
6583;2023/2024;2;28;2;578
6584;2023/2024;3;26;3;578
6585;2023/2024;2;28;2;578
6586;2023/2024;3;17;2;578
6587;2025/2026;1;49;3;350
6588;2025/2026;2;50;3;350
6589;2025/2026;3;53;3;350
6590;2025/2026;4;56;3;350
6591;2025/2026;5;67;3;350
6592;2024/2025;1;50;3;350
6593;2024/2025;2;48;3;350
6594;2024/2025;3;55;3;350
6595;2024/2025;4;69;3;350
6596;2024/2025;5;69;3;350
6597;2023/2024;1;47;3;350
6598;2023/2024;2;51;3;350
6599;2023/2024;3;65;3;350
6600;2023/2024;4;70;3;350
6601;2023/2024;5;64;3;350
6602;2025/2026;0;139;0;583
6603;2024/2025;0;133;0;583
6604;2023/2024;0;139;0;583
6605;2025/2026;1;10;1;349
6606;2025/2026;2;16;1;349
6607;2025/2026;3;21;1;349
6608;2025/2026;4;15;1;349
6609;2025/2026;5;22;1;349
6610;2024/2025;1;16;1;349
6611;2024/2025;2;21;1;349
6612;2024/2025;3;16;1;349
6613;2024/2025;4;20;1;349
6614;2024/2025;5;20;1;349
6615;2023/2024;1;21;1;349
6616;2023/2024;2;16;1;349
6617;2023/2024;3;20;1;349
6618;2023/2024;4;20;1;349
6619;2023/2024;5;20;1;349
6620;2025/2026;1;106;5;351
6621;2025/2026;2;109;5;351
6622;2025/2026;3;113;5;351
6623;2024/2025;1;109;5;351
6624;2024/2025;2;117;5;351
6625;2024/2025;3;115;5;351
6626;2023/2024;1;112;5;351
